Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of Use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn,Seconds per Use,Call per Month,SMS per Month,Seconds per Month,Usage Index
5,0,45,0,578,15,22,10,3,1,2,30,111.72,0,38.53,1.67,2.44,64.22,-2.3960154658856565
15,0,43,1,2713,70,374,30,3,1,1,30,1607.32,0,38.76,7.78,41.56,301.44,2.1541130200912733
15,0,44,1,4458,76,16,41,1,1,1,15,337.37,0,58.66,8.44,1.78,495.33,-0.4729827308739778
8,0,44,1,2653,68,17,39,2,1,1,25,198.945,0,39.01,7.56,1.89,294.78,-1.0301588845828742
16,0,44,2,4035,92,47,34,3,1,1,30,353.08,0,43.86,10.22,5.22,448.33,-0.02356571770192961
9,0,44,1,2620,49,300,24,3,1,1,30,1306.76,0,53.47,5.44,33.33,291.11,1.1182308368736542
18,0,43,3,9375,131,159,49,3,1,1,30,1016.24,0,71.56,14.56,17.67,1041.67,2.9001760474020912
12,0,44,1,14033,179,15,50,3,1,1,30,628.48,0,78.4,19.89,1.67,1559.22,3.57008293556801
12,0,44,2,4775,93,17,31,3,1,1,30,262.72,0,51.34,10.33,1.89,530.56,-0.09452844495648666
11,0,44,1,6178,105,22,18,3,1,1,30,339.32,0,58.84,11.67,2.44,686.44,0.48949881335662815
14,1,44,0,2498,64,23,23,3,1,2,30,194.48,0,39.03,7.11,2.56,277.56,-1.0834810383266624
30,0,44,4,15400,235,69,38,3,1,1,30,901.4,0,65.53,26.11,7.67,1711.11,5.338498398008255
9,0,44,2,3355,37,498,14,3,1,1,30,2127.68,0,90.68,4.11,55.33,372.78,2.823226357315148
14,0,43,1,15745,192,165,36,2,1,1,25,1459.665,0,82.01,21.33,18.33,1749.44,5.518077184774068
8,0,43,2,6760,96,201,32,3,1,1,30,1078.24,0,70.42,10.67,22.33,751.11,2.0433959373382447
5,0,43,0,1135,24,15,17,2,1,2,25,119.655,0,47.29,2.67,1.67,126.11,-2.169652795607038
7,0,44,0,970,24,28,14,3,1,2,30,151.76,0,40.42,2.67,3.11,107.78,-2.0945400583005807
5,0,43,0,260,10,15,6,2,1,2,25,79.65,1,26.0,1.11,1.67,28.89,-2.619431218580244
8,0,43,1,7768,137,399,49,3,1,1,30,1912.2,0,56.7,15.22,44.33,863.11,4.731560139496935
12,0,43,2,11725,164,26,53,4,1,1,45,362.225,0,71.49,18.22,2.89,1302.78,2.8603377505686782
13,0,43,2,6978,85,123,43,2,1,1,25,871.335,0,82.09,9.44,13.67,775.33,1.2193178543988095
28,1,39,0,1215,57,31,23,3,1,2,30,174.88,1,21.32,6.33,3.44,135.0,-1.4382706921297626
26,0,42,9,10695,103,16,48,5,2,1,55,185.97,0,103.83,11.44,1.78,1188.33,1.47148477261807
18,0,42,2,6078,108,41,30,2,1,1,25,462.87,0,56.28,12.0,4.56,675.33,0.6846881815266024
6,0,40,1,3100,32,15,20,3,1,1,30,185.28,0,96.88,3.56,1.67,344.44,-1.565815977456699
14,1,41,0,3250,51,24,22,3,1,2,30,228.04,1,63.73,5.67,2.67,361.11,-1.1219738146829545
14,1,42,0,2528,54,49,37,4,1,2,45,187.05,1,46.81,6.0,5.44,280.89,-1.021339334912829
5,0,42,0,393,12,15,8,3,1,2,30,76.2,1,32.75,1.33,1.67,43.67,-2.553283257396722
6,0,42,1,1928,35,15,12,4,1,1,45,86.575,0,55.09,3.89,1.67,214.22,-1.7912796470145522
8,0,39,2,7045,107,29,28,5,1,1,55,150.78,0,65.84,11.89,3.22,782.78,0.7908907140191719
5,0,42,0,888,17,24,10,4,1,2,45,82.625,1,52.24,1.89,2.67,98.67,-2.2703996518824194
5,0,42,2,598,14,19,8,5,1,1,55,37.68,0,42.71,1.56,2.11,66.44,-2.434959592320723
30,1,37,4,16335,248,15,86,2,1,1,25,813.735,0,65.87,27.56,1.67,1815.0,5.310887085781077
11,1,40,4,7225,126,286,39,3,2,1,30,1438.04,0,57.34,14.0,31.78,802.78,3.4199320225733265
7,0,42,1,3978,92,17,34,3,1,1,30,230.8,0,43.24,10.22,1.89,442.0,-0.30053923858423526
8,0,41,0,1925,54,53,26,3,1,2,30,291.16,0,35.65,6.0,5.89,213.89,-1.128961507542312
11,0,42,1,3040,63,190,29,2,1,1,25,994.635,0,48.25,7.0,21.11,337.78,0.49420223494595894
9,0,33,2,1575,46,208,17,3,2,1,30,896.84,0,34.24,5.11,23.11,175.0,0.010843526195183806
16,0,33,0,960,35,25,13,3,1,2,30,139.8,0,27.43,3.89,2.78,106.67,-1.9326151461681158
5,0,32,0,1085,20,36,9,4,1,2,45,117.625,0,54.25,2.22,4.0,120.56,-2.0663777629038513
15,0,31,1,1485,42,34,19,2,1,1,25,221.715,0,35.36,4.67,3.78,165.0,-1.6079675517395677
7,0,31,1,3485,71,23,29,3,1,1,30,234.24,0,49.08,7.89,2.56,387.22,-0.7285045184714418
7,0,24,1,1955,36,43,20,3,1,1,30,251.64,0,54.31,4.0,4.78,217.22,-1.5216426219749883
21,0,23,2,6653,151,100,48,2,2,1,25,756.18,0,44.06,16.78,11.11,739.22,2.084218618229718
17,0,21,1,9193,181,88,46,5,1,1,55,272.61,0,50.79,20.11,9.78,1021.44,3.100068233983957
13,0,22,4,3113,55,46,25,3,1,1,30,310.72,0,56.6,6.11,5.11,345.89,-0.8918648591903189
7,0,15,2,4650,50,230,16,3,1,1,30,1108.0,0,93.0,5.56,25.56,516.67,1.0013536363374997
8,1,15,2,1748,29,15,13,3,1,1,30,131.08,1,60.28,3.22,1.67,194.22,-1.937877997293551
3,0,32,0,4110,61,0,11,2,1,1,25,187.695,0,67.38,6.78,0.0,456.67,-0.9558537601509147
0,0,33,0,0,0,0,0,2,1,2,25,0.0,0,0.0,0.0,0.0,0.0,-2.9860320375726848
5,0,31,0,2193,50,344,18,2,1,1,25,1648.935,0,43.86,5.56,38.22,243.67,1.420911382106393
5,0,32,0,3938,56,0,29,1,1,1,15,219.67,0,70.32,6.22,0.0,437.56,-1.0832272791367217
0,0,32,0,2133,48,0,27,1,1,1,15,119.955,0,44.44,5.33,0.0,237.0,-1.6491860821114852
6,0,32,0,3515,72,17,22,2,1,1,25,237.915,0,48.82,8.0,1.89,390.56,-0.7567673556868102
0,0,32,0,2100,29,270,12,3,1,1,30,1165.16,0,72.41,3.22,30.0,233.33,0.38502919888877374
8,0,31,1,8855,111,129,37,3,1,1,30,874.64,0,79.77,12.33,14.33,983.89,2.166974409417211
2,0,32,0,13513,159,0,38,3,1,1,30,546.88,0,84.99,17.67,0.0,1501.44,2.9686210365711334
2,0,32,0,4255,73,0,19,3,1,1,30,173.12,0,58.29,8.11,0.0,472.78,-0.7135556424850976
1,0,32,0,5658,85,0,6,2,1,1,25,258.435,0,66.56,9.44,0.0,628.67,-0.17344163050131728
4,0,32,0,1978,44,0,11,3,1,2,30,80.88,0,44.95,4.89,0.0,219.78,-1.7552041314504745
20,0,32,2,14880,215,39,26,3,1,1,30,759.8,0,69.21,23.89,4.33,1653.33,4.605296760023376
0,0,32,0,2835,17,468,2,3,1,1,30,1986.08,0,166.76,1.89,52.0,315.0,2.0900247193302675
4,0,31,0,15225,172,135,24,2,1,1,25,1300.365,0,88.52,19.11,15.0,1691.67,4.784875546789188
0,0,31,0,6240,76,171,20,3,1,1,30,936.64,0,82.11,8.44,19.0,693.33,1.3101942993533644
0,0,32,0,450,4,0,2,2,1,2,25,20.43,0,112.5,0.44,0.0,50.0,-2.8101763977537275
0,0,31,0,0,0,0,0,2,1,2,25,0.0,1,0.0,0.0,0.0,0.0,-2.9860320375726848
0,0,31,0,7248,117,369,37,2,1,1,25,1991.925,0,61.95,13.0,41.0,805.33,3.9983585015120546
2,0,31,0,11205,144,0,41,3,1,1,30,453.96,0,77.81,16.0,0.0,1245.0,2.162266709647265
3,0,31,0,6458,65,93,31,2,1,1,25,712.035,0,99.35,7.22,10.33,717.56,0.486116216413929
18,1,27,0,695,37,1,11,2,1,2,25,37.44,1,18.78,4.11,0.11,77.22,-2.1714723301146432
16,0,30,7,10175,83,0,36,4,1,1,45,256.45,0,122.59,9.22,0.0,1130.56,0.861240224355326
8,1,30,0,5558,88,11,18,2,1,1,25,303.57,1,63.16,9.78,1.22,617.56,-0.048513456458278204
0,0,28,0,2580,12,0,8,3,1,1,30,103.68,0,215.0,1.33,0.0,286.67,-2.1672778764535763
4,0,29,0,2730,31,0,10,2,1,2,25,124.245,1,88.06,3.44,0.0,303.33,-1.8024795570726337
4,1,30,0,2008,34,19,25,3,1,2,30,157.68,1,59.06,3.78,2.11,223.11,-1.7545409728977097
0,0,30,0,0,0,0,0,3,1,2,30,0.0,1,0.0,0.0,0.0,0.0,-2.9860320375726848
0,0,30,0,0,0,0,0,3,1,1,30,0.0,0,0.0,0.0,0.0,0.0,-2.9860320375726848
0,0,27,0,6525,87,0,16,4,1,1,45,165.3,0,75.0,9.67,0.0,725.0,0.06647172530015832
0,1,30,0,0,0,0,0,4,1,2,45,0.0,1,0.0,0.0,0.0,0.0,-2.9860320375726848
0,1,30,0,0,0,0,0,5,1,1,55,0.0,1,0.0,0.0,0.0,0.0,-2.9860320375726848
20,0,25,2,15815,228,0,74,2,1,1,25,721.935,0,69.36,25.33,0.0,1757.22,4.709425186784201
1,0,28,2,6705,106,256,27,2,2,1,25,1458.495,0,63.25,11.78,28.44,745.0,2.6867303845884463
0,0,30,0,3458,72,0,22,2,1,1,25,158.85,0,48.03,8.0,0.0,384.22,-0.9195664361128462
0,0,29,0,1405,34,23,14,3,1,2,30,149.56,0,41.32,3.78,2.56,156.11,-1.8621631455271928
1,0,30,0,2520,43,160,17,2,1,1,25,835.335,0,58.6,4.78,17.78,280.0,-0.23899940303892164
0,0,21,0,1055,26,178,5,2,2,1,25,849.645,0,40.58,2.89,19.78,117.22,-0.7223581117896967
6,0,21,0,440,15,0,1,2,1,2,25,20.475,0,29.33,1.67,0.0,48.89,-2.621903537823662
0,0,20,0,0,0,6,0,4,1,2,45,15.0,0,0.0,0.0,0.67,0.0,-2.9333361419774833
5,0,19,0,965,22,4,7,2,1,1,25,62.415,0,43.86,2.44,0.44,107.22,-2.3411691897244484
0,0,19,0,2965,51,0,17,3,1,1,30,120.64,0,58.14,5.67,0.0,329.44,-1.400227611595254
0,0,12,0,1435,16,13,8,2,1,1,25,123.795,0,89.69,1.78,1.44,159.44,-2.254844259959869
11,0,11,0,6133,131,70,36,1,2,1,15,729.52,0,46.82,14.56,7.78,681.44,1.351016980244837
7,0,9,0,8673,161,58,34,4,1,1,45,365.85,0,53.87,17.89,6.44,963.67,2.3668665959990767
3,0,10,2,2593,35,16,13,3,1,1,30,169.12,0,74.09,3.89,1.78,288.11,-1.6250664971751994
0,0,3,0,4130,30,200,4,3,1,1,30,966.4,0,137.67,10.0,66.67,1376.67,0.26815199835261927
0,1,3,0,1228,9,0,1,2,1,1,25,55.665,1,136.44,3.0,0.0,409.33,-2.539339896290428
10,0,41,0,4550,79,16,22,3,1,1,30,249.16,0,57.59,8.78,1.78,505.56,-0.39921008054478385
2,0,42,0,498,13,18,9,2,1,2,25,103.995,0,38.31,1.44,2.0,55.33,-2.484746931605737
12,0,40,0,2633,68,370,29,3,1,1,30,1588.04,0,38.72,7.56,41.11,292.56,2.065381554371193
12,0,41,0,4378,74,12,40,1,1,1,15,310.86,0,59.16,8.22,1.33,486.44,-0.5617141965940584
5,0,41,0,2573,66,13,38,1,1,1,15,216.645,0,38.98,7.33,1.44,285.89,-1.118890350302955
13,0,41,1,3955,90,43,33,3,1,1,30,333.8,0,43.94,10.0,4.78,439.44,-0.11229718342201031
6,0,41,0,2540,47,296,23,3,1,1,30,1287.48,0,54.04,5.22,32.89,282.22,1.0294993711535736
15,0,40,2,9295,129,155,48,3,1,1,30,996.96,0,72.05,14.33,17.22,1032.78,2.811444581682011
9,0,41,0,13953,177,11,49,3,1,1,30,609.2,0,78.83,19.67,1.22,1550.33,3.48135146984793
9,0,41,1,4695,91,13,30,3,1,1,30,243.44,0,51.59,10.11,1.44,521.67,-0.18325991067656744
8,0,41,0,6098,103,18,17,3,1,1,30,320.04,0,59.2,11.44,2.0,677.56,0.4007673476365474
11,0,41,0,2418,62,19,22,3,1,2,30,175.2,0,39.0,6.89,2.11,268.67,-1.172212504046743
27,0,41,3,15320,233,65,37,3,1,1,30,882.12,0,65.75,25.89,7.22,1702.22,5.249766932288175
6,0,41,1,3275,35,494,13,3,1,1,30,2108.4,0,93.57,3.89,54.89,363.89,2.7344948915950678
11,0,40,0,15665,190,161,35,2,1,1,25,1437.975,0,82.45,21.11,17.89,1740.56,5.4293457190539876
5,0,40,1,6680,94,197,31,3,1,1,30,1058.96,0,71.06,10.44,21.89,742.22,1.954664471618164
2,0,40,0,1055,22,11,16,2,1,2,25,97.965,0,47.95,2.44,1.22,117.22,-2.2583842613271186
4,0,41,0,890,22,24,13,3,1,2,30,132.48,0,40.45,2.44,2.67,98.89,-2.1832715240206615
2,0,40,0,180,8,11,5,2,1,2,25,57.96,1,22.5,0.89,1.22,20.0,-2.708162684300325
5,0,40,0,7688,135,395,48,2,1,1,25,2129.535,0,56.95,15.0,43.89,854.22,4.6428286737768545
9,0,40,1,11645,162,22,52,4,1,1,45,350.175,0,71.88,18.0,2.44,1293.89,2.7716062848485974
10,0,40,1,6898,83,119,42,2,1,1,25,849.645,0,83.11,9.22,13.22,766.44,1.1305863886787288
25,1,36,0,1135,55,27,22,2,1,2,25,175.05,1,20.64,6.11,3.0,126.11,-1.5270021578498434
23,0,39,8,10615,101,12,47,5,1,1,55,178.74,0,105.1,11.22,1.33,1179.44,1.3827533068979894
15,0,39,1,5998,106,37,29,2,1,1,25,441.18,0,56.58,11.78,4.11,666.44,0.5959567158065215
3,0,37,0,3020,30,11,19,3,1,1,30,166.0,0,100.67,3.33,1.22,335.56,-1.6545474431767797
11,1,38,0,3170,49,20,21,3,1,2,30,208.76,1,64.69,5.44,2.22,352.22,-1.2107052804030354
11,1,39,0,2448,52,45,36,3,1,2,30,280.0,1,47.08,5.78,5.0,272.0,-1.1100708006329096
2,1,39,0,313,10,11,7,3,1,2,30,56.92,1,31.3,1.11,1.22,34.78,-2.642014723116802
3,0,39,0,1848,33,11,11,3,1,1,30,119.24,0,56.0,3.67,1.22,205.33,-1.8800111127346328
5,0,36,1,6965,105,25,27,5,1,1,55,143.55,0,66.33,11.67,2.78,773.89,0.7021592482990913
2,0,39,0,808,15,20,9,4,1,2,45,70.575,1,53.87,1.67,2.22,89.78,-2.3591311176025003
2,0,39,1,518,12,15,7,5,1,1,55,30.45,0,43.17,1.33,1.67,57.56,-2.5236910580408036
27,1,34,3,16255,246,11,85,2,1,1,25,792.045,0,66.08,27.33,1.22,1806.11,5.222155620060996
8,0,37,3,7145,124,282,38,2,2,1,25,1596.105,0,57.62,13.78,31.33,793.89,3.331200556853246
4,0,39,0,3898,90,13,33,2,1,1,25,237.96,0,43.31,10.0,1.44,433.11,-0.389270704304316
5,0,38,0,1845,52,49,25,3,1,2,30,271.88,0,35.48,5.78,5.44,205.0,-1.2176929732623927
8,0,39,0,2960,61,186,28,2,1,1,25,972.945,0,48.52,6.78,20.67,328.89,0.4054707692258782
6,1,30,1,1495,44,204,16,2,2,1,25,987.255,1,33.98,4.89,22.67,166.11,-0.07788793952489681
13,0,30,0,880,33,21,12,2,1,2,25,135.585,0,26.67,3.67,2.33,97.78,-2.0213466118881964
2,0,29,0,1005,18,32,8,4,1,2,45,105.575,0,55.83,2.0,3.56,111.67,-2.1551092286239317
12,0,28,0,1405,40,30,18,2,1,1,25,200.025,0,35.12,4.44,3.33,156.11,-1.6966990174596486
4,0,28,0,3405,69,19,28,3,1,1,30,214.96,0,49.35,7.67,2.11,378.33,-0.8172359841915225
4,0,21,0,1875,34,39,19,2,1,1,25,261.405,0,55.15,3.78,4.33,208.33,-1.610374087695069
18,0,20,1,6573,149,96,47,2,2,1,25,734.49,0,44.11,16.56,10.67,730.33,1.9954871525096372
14,0,18,0,9113,179,84,45,4,1,1,45,442.3,0,50.91,19.89,9.33,1012.56,3.0113367682638765
10,0,19,3,3033,53,42,24,3,1,1,30,291.44,0,57.23,5.89,4.67,337.0,-0.9805963249103995
4,0,12,1,4570,48,226,15,3,1,1,30,1088.72,0,95.21,5.33,25.11,507.78,0.9126221706174189
5,0,12,1,1668,27,11,12,3,1,1,30,111.8,1,61.78,3.0,1.22,185.33,-2.0266094630136315
6,0,35,0,4190,63,0,12,3,1,1,30,170.12,0,66.51,7.0,0.0,465.56,-0.9022528914943017
0,0,36,0,0,0,0,0,2,1,2,25,0.0,0,0.0,0.0,0.0,0.0,-2.9860320375726848
8,0,34,0,2273,52,348,19,3,1,1,30,1485.0,0,43.71,5.78,38.67,252.56,1.5096428478264738
8,0,35,0,4018,58,0,30,1,1,1,15,224.18,0,69.28,6.44,0.0,446.44,-1.0296264104801087
1,0,35,0,2213,50,0,28,1,1,1,15,124.465,0,44.26,5.56,0.0,245.89,-1.5955852134548723
9,0,35,1,3595,74,21,23,3,1,1,30,230.76,0,48.58,8.22,2.33,399.44,-0.6680358899667296
2,0,35,0,2180,31,274,13,3,1,1,30,1184.44,0,70.32,3.44,30.44,242.22,0.4737606646088546
11,0,34,2,8935,113,133,38,3,1,1,30,893.92,0,79.07,12.56,14.78,992.78,2.255705875137292
5,0,35,0,13593,161,0,39,3,1,1,30,550.16,0,84.43,17.89,0.0,1510.33,3.0222219052277466
5,0,35,1,4335,75,0,20,3,1,1,30,176.4,0,57.8,8.33,0.0,481.67,-0.6599547738284846
4,0,35,0,5738,87,0,7,3,1,1,30,233.0,0,65.95,9.67,0.0,637.56,-0.11984076184470416
7,0,35,0,2058,46,0,12,3,1,2,30,84.16,0,44.74,5.11,0.0,228.67,-1.7016032627938618
23,0,35,3,14960,217,43,27,3,1,1,30,779.08,0,68.94,24.11,4.78,1662.22,4.694028225743456
2,0,35,1,2915,19,472,3,3,1,1,30,2005.36,0,153.42,2.11,52.44,323.89,2.1787561850503483
7,0,34,0,15305,174,139,25,2,1,1,25,1322.055,0,87.96,19.33,15.44,1700.56,4.873607012509268
1,0,34,1,6320,78,175,21,3,1,1,30,955.92,0,81.03,8.67,19.44,702.22,1.3989257650734448
0,0,34,0,695,6,0,6,2,1,2,25,31.545,0,115.83,0.67,0.0,77.22,-2.7175138259473024
0,0,35,0,530,6,2,3,3,1,2,30,29.44,0,88.33,0.67,0.22,58.89,-2.7390102305653805
0,1,34,0,0,0,0,0,2,1,2,25,0.0,1,0.0,0.0,0.0,0.0,-2.9860320375726848
1,0,34,0,7328,119,373,38,2,1,1,25,2013.615,0,61.58,13.22,41.44,814.22,4.087089967232135
5,0,34,1,11285,146,0,42,4,1,1,45,285.775,0,77.29,16.22,0.0,1253.89,2.2158675783038784
6,0,34,1,6538,67,97,32,2,1,1,25,733.725,0,97.58,7.44,10.78,726.44,0.5748476821340097
21,1,30,0,775,39,5,12,2,1,2,25,59.13,1,19.87,4.33,0.56,86.11,-2.0827408643945624
19,0,33,8,10255,85,0,37,5,1,1,55,155.1,0,120.65,9.44,0.0,1139.44,0.9148410930119392
11,1,33,1,5638,90,15,19,2,1,1,25,325.26,1,62.64,10.0,1.67,626.44,0.04021800926180241
0,0,31,0,2660,14,0,9,3,1,1,30,106.96,0,190.0,1.56,0.0,295.56,-2.113677007796963
7,0,32,0,2810,33,0,11,3,1,2,30,113.72,1,85.15,3.67,0.0,312.22,-1.7488786884160206
7,1,33,0,2088,36,23,26,3,1,2,30,176.96,1,58.0,4.0,2.56,232.0,-1.665809507177629
0,0,33,0,0,0,0,0,3,1,2,30,0.0,1,0.0,0.0,0.0,0.0,-2.9860320375726848
0,0,33,0,1488,17,0,1,3,1,1,30,60.2,0,87.53,1.89,0.0,165.33,-2.3391406773548167
1,0,30,1,6605,89,3,17,5,1,1,55,104.91,0,74.21,9.89,0.33,733.89,0.14642054175437202
0,0,33,0,0,0,0,0,4,1,2,45,0.0,1,0.0,0.0,0.0,0.0,-2.9860320375726848
0,0,33,0,0,0,0,0,5,1,1,55,0.0,0,0.0,0.0,0.0,0.0,-2.9860320375726848
23,0,28,3,15895,230,0,75,2,1,1,25,725.625,0,69.11,25.56,0.0,1766.11,4.763026055440814
4,0,31,3,6785,108,260,28,2,2,1,25,1480.185,0,62.82,12.0,28.89,753.89,2.7754618503085267
0,0,33,0,3538,74,0,23,2,1,1,25,162.54,0,47.81,8.22,0.0,393.11,-0.8659655674562331
1,0,32,0,1485,36,27,15,3,1,2,30,168.84,0,41.25,4.0,3.0,165.0,-1.773431679807112
4,0,33,0,2600,45,164,18,2,1,1,25,857.025,0,57.78,5.0,18.22,288.89,-0.15026793731884092
2,0,24,1,1135,28,182,6,2,2,1,25,871.335,0,40.54,3.11,20.22,126.11,-0.6336266460696159
9,0,24,0,520,17,0,2,2,1,2,25,24.165,0,30.59,1.89,0.0,57.78,-2.568302669167049
0,0,23,0,0,0,10,0,4,1,2,45,25.0,0,0.0,0.0,1.11,0.0,-2.8982055449140156
8,0,22,0,1045,24,8,8,2,1,1,25,84.105,0,43.54,2.67,0.89,116.11,-2.2524377240043676
0,0,22,0,3045,53,0,18,3,1,1,30,123.92,0,57.45,5.89,0.0,338.33,-1.346626742938641
0,0,15,0,1515,18,17,9,2,1,1,25,145.485,0,84.17,2.0,1.89,168.33,-2.1661127942397878
14,0,14,1,6213,133,74,37,2,2,1,25,618.57,0,46.71,14.78,8.22,690.33,1.4397484459649181
10,0,12,0,8753,163,62,35,4,1,1,45,377.9,0,53.7,18.11,6.89,972.56,2.455598061719157
6,0,13,3,2673,37,20,14,3,1,1,30,188.4,0,72.24,4.11,2.22,297.0,-1.5363350314551187
0,0,6,1,4210,32,204,5,3,1,1,30,985.68,0,131.56,5.33,34.0,701.67,0.3568834640726998
1,0,6,1,1308,11,0,2,3,1,1,30,52.76,1,118.91,1.83,0.0,218.0,-2.485739027633815
12,0,38,2,4970,81,26,32,3,1,1,30,306.04,0,61.36,9.0,2.89,552.22,-0.17729193698140372
14,0,37,2,3053,70,380,39,3,1,1,30,1644.92,0,43.61,7.78,42.22,339.22,2.2872996979345728
14,0,38,2,4798,76,22,50,1,1,1,15,389.07,0,63.13,8.44,2.44,533.11,-0.3397960530306783
7,0,38,2,2993,68,23,48,2,1,1,25,241.245,0,44.01,7.56,2.56,332.56,-0.8969722067395748
15,0,38,3,4375,92,53,43,3,1,1,30,390.68,0,47.55,10.22,5.89,486.11,0.1096209601413699
8,0,38,2,2960,49,306,33,3,1,1,30,1344.36,0,60.41,5.44,34.0,328.89,1.2514175147169535
17,0,37,4,9715,131,165,58,3,2,1,30,1053.84,0,74.16,14.56,18.33,1079.44,3.033362725245391
11,0,38,2,14373,179,21,59,3,1,1,30,666.08,0,80.3,19.89,2.33,1597.0,3.70326961341131
11,0,38,3,5115,93,23,40,3,1,1,30,300.32,0,55.0,10.33,2.56,568.33,0.038658232886812804
10,0,38,2,6518,105,28,27,3,1,1,30,376.92,0,62.08,11.67,3.11,724.22,0.6226854911999276
13,0,38,0,2838,64,29,32,3,1,2,30,232.08,0,44.34,7.11,3.22,315.33,-0.9502943604833629
29,0,38,5,15740,235,75,47,3,1,1,30,939.0,0,66.98,26.11,8.33,1748.89,5.471685075851555
8,0,38,3,3695,37,504,23,3,1,1,30,2165.28,0,99.86,4.11,56.0,410.56,2.956413035158448
13,0,37,2,16085,192,171,45,2,1,1,25,1501.965,0,83.78,21.33,19.0,1787.22,5.651263862617368
7,0,37,3,7100,96,207,41,3,1,1,30,1115.84,0,73.96,10.67,23.0,788.89,2.176582615181544
6,0,38,0,1310,24,34,23,3,1,2,30,189.36,0,54.58,2.67,3.78,145.56,-1.9613533804572811
7,0,37,2,8108,137,405,58,3,1,1,30,1949.8,0,59.18,15.22,45.0,900.89,4.864746817340235
11,0,37,3,12065,164,32,62,4,1,1,45,385.725,0,73.57,18.22,3.56,1340.56,2.9935244284119777
12,0,37,3,7318,85,129,52,2,1,1,25,913.635,0,86.09,9.44,14.33,813.11,1.352504532242109
27,1,33,0,1555,57,37,32,3,1,2,30,212.48,1,27.28,6.33,4.11,172.78,-1.305084014286463
25,0,36,10,11035,103,22,57,5,2,1,55,200.07,0,107.14,11.44,2.44,1226.11,1.6046714504613693
17,0,36,3,6418,108,47,39,2,1,1,25,505.17,0,59.43,12.0,5.22,713.11,0.8178748593699017
5,0,34,2,3440,32,21,29,3,1,1,30,222.88,0,107.5,3.56,2.33,382.22,-1.4326292996133998
13,1,35,0,3590,51,30,31,3,1,2,30,265.64,1,70.39,5.67,3.33,398.89,-0.988787136839655
13,1,36,0,2868,54,55,46,3,1,2,30,336.88,1,53.11,6.0,6.11,318.67,-0.8881526570695296
5,0,36,2,2268,35,21,21,4,1,1,45,110.075,0,64.8,3.89,2.33,252.0,-1.658092969171253
7,0,33,3,7385,107,35,37,5,1,1,55,164.88,0,69.02,11.89,3.89,820.56,0.9240773918624714
29,0,31,5,16675,248,21,95,2,1,1,25,856.035,0,67.24,27.56,2.33,1852.78,5.444073763624377
10,0,34,5,7565,126,292,48,2,2,1,25,1660.095,0,60.04,14.0,32.44,840.56,3.5531187004166265
6,0,36,2,4318,92,23,43,3,1,1,30,268.4,0,46.93,10.22,2.56,479.78,-0.1673525607409358
7,1,35,0,2265,54,59,35,3,1,2,30,328.76,1,41.94,6.0,6.56,251.67,-0.9957748296990125
10,0,36,2,3380,63,196,38,2,1,1,25,1036.935,0,53.65,7.0,21.78,375.56,0.6273889127892585
8,0,27,3,1915,46,214,26,2,2,1,25,1051.245,0,41.63,5.11,23.78,212.78,0.14403020403848332
15,0,27,0,1300,35,31,22,3,1,2,30,177.4,0,37.14,3.89,3.44,144.44,-1.799428468324816
4,0,26,0,1425,20,42,18,4,1,2,45,141.125,0,71.25,2.22,4.67,158.33,-1.9331910850605516
14,0,25,2,1825,42,40,28,2,1,1,25,264.015,0,43.45,4.67,4.44,202.78,-1.4747808738962682
6,0,25,2,3825,71,29,38,3,1,1,30,271.84,0,53.87,7.89,3.22,425.0,-0.5953178406281424
6,0,18,2,2295,36,49,29,2,1,1,25,325.395,0,63.75,4.0,5.44,255.0,-1.3884559441316888
20,0,17,3,6993,151,106,57,2,2,1,25,798.48,0,46.31,16.78,11.78,777.0,2.217405296073017
16,0,15,2,9533,181,94,55,5,1,1,55,286.71,0,52.67,20.11,10.44,1059.22,3.2332549118272564
12,0,16,5,3453,55,52,34,3,1,1,30,348.32,0,62.78,6.11,5.78,383.67,-0.7586781813470194
6,0,9,3,4990,50,236,25,3,1,1,30,1145.6,0,99.8,5.56,26.22,554.44,1.134540314180799
7,1,9,3,2088,29,21,22,3,1,1,30,168.68,1,72.0,3.22,2.33,232.0,-1.8046913194502516
4,0,38,0,3770,61,0,2,2,1,1,25,172.395,0,61.8,6.78,0.0,418.89,-1.036344542399013
0,0,39,0,0,0,0,0,2,1,2,25,0.0,0,0.0,0.0,0.0,0.0,-2.9860320375726848
6,0,37,0,1853,50,338,9,2,1,1,25,1606.635,0,37.06,5.56,37.56,205.89,1.2877247042630935
6,0,38,0,3598,56,0,20,1,1,1,15,200.97,0,64.25,6.22,0.0,399.78,-1.16371806138482
0,0,38,0,1793,48,0,18,1,1,1,15,101.255,0,37.35,5.33,0.0,199.22,-1.7296768643595835
7,0,38,0,3175,72,11,13,3,1,1,30,173.88,0,44.1,8.0,1.22,352.78,-0.8899540335301097
0,0,38,0,1760,29,264,3,3,1,1,30,1127.56,0,60.69,3.22,29.33,195.56,0.2518425210454742
9,0,37,0,8515,111,123,28,3,1,1,30,837.04,0,76.71,12.33,13.67,946.11,2.0337877315739115
